gender,income,genhealth,illegalact,age,charged,grade90,jobsnum90,afqt89,jobtrain90,job_agri,job_mining,job_construction,job_manuf,job_transp,job_wholesale,job_retail,job_fin,job_busi,job_personal,job_enter,job_pro,job_pub
0,1.2,2,2,16,0,13,6,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.9,3,1,21,1,10,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,4,0,22,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.1,3,0,14,0,13,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.4,2,0,18,0,12,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.1,2,1,15,0,12,10,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,3,0,15,0,12,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,1,0,22,1,12,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.1868,3,0,21,0,12,11,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.9,2,3,15,0,16,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,7.4283,1,0,15,0,12,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,3,0,20,0,12,3,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.9,4,0,19,0,16,4,43,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.8,1,0,20,0,12,14,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.0,3,0,15,0,16,9,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.0,1,0,21,0,16,4,67,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.8,3,0,16,0,17,3,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.5,1,0,14,0,12,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.06,4,0,15,0,12,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.6,3,0,19,0,12,10,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2,0,16,0,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.4283,2,0,22,0,16,9,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.1,1,0,19,0,12,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.9,3,0,17,0,12,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.0,1,0,16,0,12,6,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.25,2,0,20,0,12,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.7,1,0,20,0,12,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.2,2,0,19,0,12,14,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0391,1,0,16,0,14,10,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,2,0,20,0,12,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.3,3,3,17,0,12,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.8,2,0,17,0,12,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.1,4,0,16,0,12,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.1,3,0,20,0,12,12,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.6,2,0,17,0,12,3,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.35,3,1,19,0,14,5,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.0,3,0,16,0,12,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.09,4,0,16,0,11,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,3,0,18,0,12,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0849,3,0,21,0,14,4,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.7,1,0,15,0,12,13,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.95,4,0,18,0,12,9,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.9,1,1,17,0,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.95,3,0,14,0,16,5,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.2,3,2,15,0,16,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.6752,2,0,21,0,11,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1.1,3,0,22,0,13,10,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.8832,2,0,18,0,12,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.2,3,0,19,0,12,12,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.0,3,1,18,0,11,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2.0,1,0,18,1,10,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7,1,0,14,0,12,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.3,1,0,19,0,12,12,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.95,2,0,15,0,16,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.8,3,0,18,0,12,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.0,3,0,15,0,12,16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.1,1,0,17,0,11,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7,1,0,21,0,12,6,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.1,2,0,17,0,12,2,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,3,0,16,0,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,1,0,19,0,12,4,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.9,1,0,18,0,16,7,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.7,2,0,15,0,15,10,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.0,3,1,17,0,12,19,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,16,0,9,3,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.346,1,3,14,0,12,3,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,3,0,18,0,9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.08,2,0,21,0,12,6,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.7,2,0,20,0,12,5,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.6,3,0,18,0,14,12,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.0,4,0,18,0,12,4,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0,2,0,17,0,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.5,2,0,16,0,12,8,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.25,4,0,16,1,13,9,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.6,2,3,15,0,18,18,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.1,3,1,21,1,9,6,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.6,2,0,20,0,16,5,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,3,0,14,0,11,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.26,5,0,20,0,12,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2.7,3,0,18,0,12,10,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.3,2,0,15,0,11,5,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.0,2,2,19,0,13,11,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.77,2,1,18,0,13,9,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.4,3,0,17,0,12,10,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.5,3,2,15,1,8,16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.144,3,0,19,0,12,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,4,0,18,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,5,0,15,0,9,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.75,2,0,21,0,14,11,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.2,4,0,19,0,12,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.2,2,0,15,0,14,12,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.44,4,0,16,0,12,3,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.5,3,0,19,0,13,3,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.8,3,0,15,0,12,8,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.6,2,0,20,0,9,12,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.2,4,0,16,0,14,5,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1.0,3,0,15,0,13,7,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.125,2,0,21,0,14,3,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.06,3,0,15,0,15,12,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.0,2,3,20,0,16,3,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.375,4,0,18,0,14,15,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.02,3,0,17,0,14,10,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.0,4,2,17,0,10,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,4,0,18,0,12,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.2,3,0,15,0,10,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3,0,20,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.364,3,0,15,0,11,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.6,3,2,18,0,12,10,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.4,2,2,16,0,12,8,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.65,1,0,17,0,13,3,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.3,1,0,20,0,15,2,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,2,1,14,0,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,4,3,16,0,12,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,2,0,16,0,15,6,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.7,2,3,15,0,12,8,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,2,0,20,0,13,6,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.0,3,0,20,0,12,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.9,3,0,17,0,12,11,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2,0,21,0,13,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.1,3,1,21,0,12,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.864,3,2,20,0,12,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3,0,22,0,10,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3,1,18,0,12,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.3,2,0,17,0,12,4,34,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.86,3,0,16,1,12,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.05,2,0,19,1,12,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.2,4,0,20,0,16,5,53,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,1,0,18,0,13,3,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2,5,1,15,1,9,7,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.2,3,2,16,0,13,10,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.4,4,0,19,0,17,8,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.4,3,0,18,0,12,7,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.68,3,0,15,0,16,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0,2,0,16,0,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,3,0,17,0,12,6,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.69,1,3,19,0,12,7,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3,0,16,0,13,6,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3,3,0,15,0,12,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1.2,2,1,20,0,12,1,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.0,3,1,19,0,13,6,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,1,0,17,0,13,7,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6,3,0,15,0,12,6,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.152,4,0,17,1,10,8,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.9,4,0,21,0,12,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2.9,3,0,19,0,12,6,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.7,3,0,16,0,12,7,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.4,2,0,20,0,17,2,53,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.664,4,0,14,0,12,4,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,1,0,15,1,12,15,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.6,2,2,14,0,11,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,3,0,16,0,12,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.6,2,0,16,0,12,14,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,4,0,19,0,13,6,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.8,3,4,17,1,12,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3.8,1,0,18,0,13,15,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2.9,3,2,16,0,16,7,51,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.3,1,1,17,0,12,6,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.35,4,0,17,0,12,4,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.5,2,0,16,0,12,7,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.7,2,1,15,0,11,9,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,4,0,16,1,12,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.6,1,0,19,0,15,9,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.7,3,0,18,0,15,11,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.8,2,0,16,0,14,12,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.6,1,3,15,0,15,12,88,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.4,2,0,14,0,13,11,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.8,2,0,20,0,13,8,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.25,4,0,15,0,12,10,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.5,2,0,15,0,9,13,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,16,0,12,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8,2,5,15,0,12,14,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,3,0,14,0,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,16,0,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1,2,0,14,0,12,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1.5,2,1,17,0,12,12,49,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.36,2,0,15,0,12,12,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.0,1,1,17,0,12,12,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.0,2,0,16,0,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.5,3,0,20,0,12,6,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.1,2,0,19,0,13,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.2,3,0,19,0,12,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.6,1,0,14,0,12,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.06,4,0,19,0,14,6,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.4,3,0,17,0,12,8,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1.7,3,0,16,0,12,6,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.0,2,1,15,0,12,10,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.85,3,0,15,0,13,4,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.0,1,1,18,0,12,7,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.4,2,0,19,0,15,6,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.6,4,2,17,0,12,10,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.3,1,0,19,0,12,14,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1.4,3,0,19,0,13,5,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.4,2,0,15,0,14,8,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3.6,1,0,15,0,12,9,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.2,3,3,17,0,12,9,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.5,2,0,20,1,14,8,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.0,1,0,16,0,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.23,2,0,19,0,12,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.5,2,0,21,1,10,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3.7,2,0,19,0,12,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.5,4,0,18,0,8,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.2,2,0,18,0,15,3,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.5,2,1,20,0,12,10,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.1,4,0,18,0,12,8,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,2,0,21,0,12,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0,2,0,19,0,9,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.5,5,0,18,0,12,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.2,4,2,17,1,12,14,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.6,2,0,20,0,12,5,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,4,0,21,0,12,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6,1,2,21,0,12,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.4,1,0,20,0,9,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.0,4,0,15,0,12,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7,1,0,17,0,11,7,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,1,0,14,0,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.9684,2,1,17,0,12,8,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,2,0,14,0,12,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.1,3,0,19,0,12,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.5,3,0,17,0,12,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1.8,2,0,16,0,15,5,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.07,4,0,14,0,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.4,2,0,17,0,14,7,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.0,4,0,20,0,16,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.6,3,0,19,0,12,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,2,0,20,0,12,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,4,0,20,0,14,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.4,5,0,16,0,12,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4.0,3,0,14,0,12,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.7,2,0,16,0,16,7,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.2,3,0,18,0,12,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,5,0,16,0,8,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,1,0,18,0,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.18,5,0,16,0,12,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.9,1,0,16,0,10,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0,4,0,19,0,12,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,4,0,18,0,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.6,2,0,16,0,15,7,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.8,2,0,14,0,12,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.6,1,0,16,1,12,9,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,2,0,14,1,14,3,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6,3,2,14,0,12,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.3075,2,0,17,0,15,9,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.26,4,0,20,0,8,5,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,3,0,16,0,10,4,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.1,2,0,20,0,14,5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.3,2,1,17,0,12,11,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3,0,16,0,14,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.6,2,0,17,0,12,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.5,2,0,18,0,13,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.7,4,1,14,0,12,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.7,3,0,21,0,12,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,5,0,21,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8,2,0,19,0,14,1,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.57,2,0,14,0,9,14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.2,3,0,18,0,12,8,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.7,2,0,16,0,12,11,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.2,4,0,19,0,9,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.2,4,0,16,0,12,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.85,1,0,19,0,17,6,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.15,2,0,17,0,13,6,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.15,3,0,15,0,12,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1.1,3,0,21,0,11,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.3,3,0,19,0,14,7,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.6,3,2,17,0,12,11,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3.8,4,1,15,0,15,12,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.53,1,0,16,0,17,12,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.5,3,0,15,0,14,10,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.6,2,0,20,0,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.8,3,0,16,0,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.7,2,1,14,0,12,6,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.7,3,0,21,0,18,15,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.5,1,1,18,0,10,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.2,3,0,15,0,12,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2.2,3,1,17,0,12,8,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.43,2,2,15,0,15,5,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.5,2,0,17,0,16,12,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.9736,2,0,15,0,12,6,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.7856,2,0,17,0,12,7,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.3,4,2,16,1,12,14,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.65,2,0,20,0,14,5,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,3,0,21,0,13,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.182,3,0,16,0,12,18,62,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.05,4,1,14,0,12,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.37,3,0,16,0,13,9,62,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.6,3,0,17,0,11,3,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.01,2,3,15,0,12,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,1,0,17,0,12,8,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,4,0,21,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3,4,0,16,0,12,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
